DateTime, Open, High, Low, Close, Volume
2022-04-06 06:35:00,448.12,448.12,447.8,447.84,30974
2022-04-06 06:40:00,447.87,448.05,447.86,448.03,1743
2022-04-06 06:45:00,447.94,447.98,447.88,447.88,3172
2022-04-06 06:50:00,447.89,447.91,447.69,447.85,3427
2022-04-06 06:55:00,447.77,447.89,447.73,447.75,2357
2022-04-06 07:00:00,447.82,447.99,447.81,447.89,16264
2022-04-06 07:05:00,447.9,447.9,447.59,447.59,6544
2022-04-06 07:10:00,447.59,447.62,447.25,447.25,42592
2022-04-06 07:15:00,447.31,447.53,447.19,447.46,10225
2022-04-06 07:20:00,447.45,447.51,447.15,447.15,19226
2022-04-06 07:25:00,447.14,447.17,447.1,447.15,37399
2022-04-06 07:30:00,447.15,447.25,446.94,447.23,132538
2022-04-06 07:35:00,447.23,447.35,447.14,447.2,90778
2022-04-06 07:40:00,447.21,447.21,446.9,446.92,50218
2022-04-06 07:45:00,446.969,447.25,446.92,447.02,57891
2022-04-06 07:50:00,446.93,446.95,446.75,446.86,15500
2022-04-06 07:55:00,446.86,446.89,446.51,446.72,108296
2022-04-06 08:00:00,447.3199,451.55,446.49,446.54,103129
2022-04-06 08:05:00,446.61,446.75,446.43,446.75,19913
2022-04-06 08:10:00,446.76,446.94,446.53,446.84,38360
2022-04-06 08:15:00,446.79,446.9,446.68,446.83,55632
2022-04-06 08:20:00,446.82,446.95,446.79,446.87,29740
2022-04-06 08:25:00,446.88,447.18,446.85,447.18,35007
2022-04-06 08:30:00,447.14,447.21,446.83,446.87,65027
2022-04-06 08:35:00,446.9,447.0,446.81,446.95,28946
2022-04-06 08:40:00,446.9,446.9,446.74,446.8196,35646
2022-04-06 08:45:00,446.81,446.83,446.6,446.64,43524
2022-04-06 08:50:00,446.62,447.0,446.6,446.77,27234
2022-04-06 08:55:00,446.81,447.17,446.81,447.07,21330
2022-04-06 09:00:00,447.01,447.33,446.95,447.3,44302
2022-04-06 09:05:00,447.29,447.37,447.22,447.28,54643
2022-04-06 09:10:00,447.28,447.37,447.07,447.19,59307
2022-04-06 09:15:00,447.2,447.34,447.14,447.25,64526
2022-04-06 09:20:00,447.25,447.29,447.02,447.1,48875
2022-04-06 09:25:00,447.09,447.1,446.87,446.88,141651
2022-04-06 09:30:00,446.89,447.59,446.24,446.61,3212211
2022-04-06 09:35:00,446.6,446.7,446.12,446.47,1702714
2022-04-06 09:40:00,446.46,446.545,445.75,445.78,1415380
2022-04-06 09:45:00,445.79,445.97,445.51,445.73,1376502
2022-04-06 09:50:00,445.75,445.89,445.44,445.82,1014674
2022-04-06 09:55:00,445.81,446.04,445.49,445.59,917516
2022-04-06 10:00:00,445.5801,445.8,444.93,444.96,1394945
2022-04-06 10:05:00,444.94,445.13,444.68,444.7,1163632
2022-04-06 10:10:00,444.7,445.105,444.5,445.055,1060024
2022-04-06 10:15:00,445.05,445.81,444.98,445.56,1562705
2022-04-06 10:20:00,445.57,445.79,445.35,445.57,1019600
2022-04-06 10:25:00,445.58,445.69,444.9718,444.98,1103760
2022-04-06 10:30:00,444.97,445.3,444.74,445.02,764749
2022-04-06 10:35:00,445.03,445.54,445.0,445.4903,782447
2022-04-06 10:40:00,445.49,445.86,445.16,445.5715,642690
2022-04-06 10:45:00,445.56,445.8233,445.38,445.78,633047
2022-04-06 10:50:00,445.7842,445.85,445.11,445.205,657968
2022-04-06 10:55:00,445.2,445.45,444.965,444.965,540485
2022-04-06 11:00:00,444.97,445.5,444.87,445.48,899943
2022-04-06 11:05:00,445.48,445.52,444.77,444.91,712770
2022-04-06 11:10:00,444.91,445.1061,444.79,444.9,529275
2022-04-06 11:15:00,444.91,445.13,444.6615,444.7858,611069
2022-04-06 11:20:00,444.78,445.72,444.75,445.305,661317
2022-04-06 11:25:00,445.3,445.49,445.05,445.45,463435
2022-04-06 11:30:00,445.455,445.56,444.915,445.0755,580081
2022-04-06 11:35:00,445.075,445.33,444.99,445.07,353122
2022-04-06 11:40:00,445.06,445.5201,445.03,445.5201,539477
2022-04-06 11:45:00,445.53,446.2,445.36,445.99,654929
2022-04-06 11:50:00,445.98,446.4284,445.86,446.05,724668
2022-04-06 11:55:00,446.05,446.21,445.75,445.915,471068
2022-04-06 12:00:00,445.9,446.1,445.68,445.79,538908
2022-04-06 12:05:00,445.78,446.07,445.67,445.7,329476
2022-04-06 12:10:00,445.7,445.84,445.21,445.21,530281
2022-04-06 12:15:00,445.2,445.22,444.92,444.99,458436
2022-04-06 12:20:00,444.9896,445.03,444.62,444.92,419648
2022-04-06 12:25:00,444.92,445.08,444.81,444.89,454957
2022-04-06 12:30:00,444.89,445.27,444.755,445.21,459445
2022-04-06 12:35:00,445.21,445.215,444.9602,445.035,377119
2022-04-06 12:40:00,445.03,445.29,444.98,445.1398,312972
2022-04-06 12:45:00,445.13,445.27,444.74,445.12,458911
2022-04-06 12:50:00,445.12,445.16,444.83,445.1532,354883
2022-04-06 12:55:00,445.16,445.36,445.08,445.2782,422333
2022-04-06 13:00:00,445.26,445.345,444.935,445.03,330562
2022-04-06 13:05:00,445.05,445.32,444.95,445.0921,273921
2022-04-06 13:10:00,445.1,445.27,444.99,445.21,223606
2022-04-06 13:15:00,445.195,445.54,445.08,445.365,372643
2022-04-06 13:20:00,445.36,445.84,445.24,445.83,474625
2022-04-06 13:25:00,445.82,445.92,445.6,445.82,567108
2022-04-06 13:30:00,445.815,446.25,445.65,446.1,555235
2022-04-06 13:35:00,446.09,446.33,445.83,446.3046,526733
2022-04-06 13:40:00,446.31,446.88,446.21,446.69,819573
2022-04-06 13:45:00,446.68,446.78,446.17,446.73,609674
2022-04-06 13:50:00,446.73,446.86,446.5335,446.58,562380
2022-04-06 13:55:00,446.57,446.66,446.02,446.06,526327
2022-04-06 14:00:00,446.07,448.53,445.39,447.41,3413016
2022-04-06 14:05:00,447.42,447.42,444.92,445.11,1751578
2022-04-06 14:10:00,445.06,445.35,444.26,444.4,1923007
2022-04-06 14:15:00,444.381,444.381,443.47,443.88,2022512
2022-04-06 14:20:00,443.875,444.68,443.76,444.34,1404987
2022-04-06 14:25:00,444.33,445.16,444.12,444.565,1231174
2022-04-06 14:30:00,444.56,447.02,444.455,446.68,2029289
2022-04-06 14:35:00,446.69,447.16,445.631,446.0,1680187
2022-04-06 14:40:00,446.01,446.69,445.59,446.41,1033118
2022-04-06 14:45:00,446.35,446.98,445.89,446.09,852303
2022-04-06 14:50:00,446.1,447.28,446.08,447.06,953594
2022-04-06 14:55:00,447.07,448.04,447.07,447.975,1191962
2022-04-06 15:00:00,447.99,448.93,447.99,448.64,1571830
2022-04-06 15:05:00,448.65,448.66,447.28,447.74,1201373
2022-04-06 15:10:00,447.73,448.25,447.41,447.87,838827
2022-04-06 15:15:00,447.88,448.3599,447.11,447.13,1282074
2022-04-06 15:20:00,447.14,447.29,446.21,446.34,1140525
2022-04-06 15:25:00,446.35,446.45,445.59,445.68,1159744
2022-04-06 15:30:00,445.67,446.19,445.3243,445.55,1609722
2022-04-06 15:35:00,445.56,446.75,445.36,446.64,1845696
2022-04-06 15:40:00,446.65,446.96,446.17,446.755,1176743
2022-04-06 15:45:00,446.74,447.9,446.55,447.62,1520951
2022-04-06 15:50:00,447.62,448.0,446.59,446.63,1938166
2022-04-06 15:55:00,446.63,447.7,446.36,446.57,3763317
2022-04-06 16:00:00,446.56,446.63,446.12,446.48,1699447
2022-04-06 16:05:00,446.47,446.73,446.46,446.68,597386
2022-04-06 16:10:00,446.68,446.75,446.42,446.44,114539
2022-04-06 16:15:00,446.41,446.46,446.12,446.45,129092
2022-04-06 16:20:00,446.46,446.52,446.32,446.37,123210
2022-04-06 16:25:00,446.39,446.48,446.37,446.44,18813
2022-04-06 16:30:00,446.45,446.5,446.41,446.41,27889
2022-04-06 16:35:00,446.41,446.42,446.2,446.25,8405
2022-04-06 16:40:00,446.26,446.29,446.19,446.21,21186
2022-04-06 16:45:00,446.27,446.34,446.24,446.34,15953
2022-04-06 16:50:00,446.34,446.35,446.15,446.15,5898
2022-04-06 16:55:00,446.15,446.52,446.14,446.14,41160
2022-04-06 17:00:00,446.14,446.25,446.14,446.23,19176
2022-04-06 17:05:00,446.52,446.52,446.25,446.3,33139
2022-04-06 17:10:00,446.33,446.34,446.3,446.32,6212
2022-04-06 17:15:00,446.33,446.33,446.3,446.3,2158
2022-04-06 17:20:00,446.33,446.34,446.3,446.31,6128
2022-04-06 17:25:00,446.33,446.34,446.31,446.31,4438
2022-04-06 17:30:00,446.29,446.29,446.16,446.18,35024
2022-04-06 17:35:00,446.24,446.24,446.2,446.2,500
2022-04-06 17:40:00,446.24,446.29,446.24,446.29,7139
2022-04-06 17:45:00,446.25,446.29,446.25,446.29,1798
2022-04-06 17:50:00,446.29,446.29,446.29,446.29,8300
2022-04-06 17:55:00,446.25,446.25,446.25,446.25,120
2022-04-06 18:00:00,446.27,446.45,446.15,446.43,22839
2022-04-06 18:05:00,446.45,446.59,446.44,446.55,22977
2022-04-06 18:10:00,446.55,446.58,446.53,446.55,5700
2022-04-06 18:15:00,446.58,446.69,446.5,446.5,18178
2022-04-06 18:20:00,446.5,446.54,446.48,446.53,4566
2022-04-06 18:25:00,446.5,446.5,446.4,446.48,2914
2022-04-06 18:30:00,446.61,446.7096,446.6,446.7096,4218
2022-04-06 18:35:00,446.7096,446.72,446.66,446.72,3000
2022-04-06 18:40:00,446.7,446.7,446.52,446.65,5000
2022-04-06 18:45:00,446.67,446.67,446.61,446.61,400
2022-04-06 18:50:00,446.52,446.52,446.5,446.5,1801
2022-04-06 18:55:00,446.51,446.5996,446.51,446.54,1030
2022-04-06 19:00:00,446.6,446.6,446.41,446.41,2738
2022-04-06 19:05:00,446.36,446.44,446.32,446.44,1424
2022-04-06 19:10:00,446.37,446.45,446.35,446.38,10599
2022-04-06 19:15:00,446.38,446.41,446.38,446.38,5774
2022-04-06 19:20:00,446.42,446.45,446.42,446.44,2568
2022-04-06 19:25:00,446.41,446.41,446.41,446.41,425
2022-04-06 19:30:00,446.38,446.43,446.05,446.1,6761
2022-04-06 19:35:00,446.13,446.13,445.65,445.73,5827
2022-04-06 19:40:00,445.73,445.73,445.65,445.7,3333
2022-04-06 19:45:00,445.65,445.77,445.65,445.65,5921
2022-04-06 19:50:00,445.59,445.59,445.35,445.42,8715
2022-04-06 19:55:00,445.41,445.41,445.11,445.2,11396
